GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G69049","2006-2010",,,,,,,,,,,,,,,,,,,,,"Philadelphia, MS Urban Cluster","69049",,,,,,,,,,,"Philadelphia, MS Urban Cluster",6508,3126,2890,430,0,0,50,12,0,12,"Philadelphia, MS Urban Cluster",289,391,366,272,127,127,69,19,127,19
"G69076","2006-2010",,,,,,,,,,,,,,,,,,,,,"Philadelphia, PA--NJ--DE--MD Urbanized Area","69076",,,,,,,,,,,"Philadelphia, PA--NJ--DE--MD Urbanized Area",5251321,3533196,1168472,9840,267236,1398,171315,99864,17386,82478,"Philadelphia, PA--NJ--DE--MD Urbanized Area",3785,5304,4259,1028,1623,357,4161,3315,1593,2937
"G69103","2006-2010",,,,,,,,,,,,,,,,,,,,,"Philippi, WV Urban Cluster","69103",,,,,,,,,,,"Philippi, WV Urban Cluster",2627,2537,36,0,41,0,0,13,10,3,"Philippi, WV Urban Cluster",151,157,32,119,41,119,119,16,15,5
"G69130","2006-2010",,,,,,,,,,,,,,,,,,,,,"Philipsburg, PA Urban Cluster","69130",,,,,,,,,,,"Philipsburg, PA Urban Cluster",9446,9190,35,14,73,0,17,117,70,47,"Philipsburg, PA Urban Cluster",512,501,47,20,67,109,29,120,116,41
"G69157","2006-2010",,,,,,,,,,,,,,,,,,,,,"Phillipsburg, KS Urban Cluster","69157",,,,,,,,,,,"Phillipsburg, KS Urban Cluster",2573,2464,21,0,21,0,4,63,21,42,"Phillipsburg, KS Urban Cluster",29,55,21,109,15,109,8,36,29,26
"G69184","2006-2010",,,,,,,,,,,,,,,,,,,,,"Phoenix--Mesa, AZ Urbanized Area","69184",,,,,,,,,,,"Phoenix--Mesa, AZ Urbanized Area",3073941,2481687,140151,54779,97699,6348,219027,74250,20376,53874,"Phoenix--Mesa, AZ Urbanized Area",5662,8742,2818,1736,2284,632,6767,3086,1489,2501
"G69211","2006-2010",,,,,,,,,,,,,,,,,,,,,"Picayune, MS Urban Cluster","69211",,,,,,,,,,,"Picayune, MS Urban Cluster",15617,10625,4354,41,95,0,207,295,20,275,"Picayune, MS Urban Cluster",783,769,425,67,80,127,217,159,33,154
"G69238","2006-2010",,,,,,,,,,,,,,,,,,,,,"Picture Rocks, AZ Urban Cluster","69238",,,,,,,,,,,"Picture Rocks, AZ Urban Cluster",5183,4649,54,16,40,0,200,224,126,98,"Picture Rocks, AZ Urban Cluster",843,792,87,25,33,132,183,165,132,105
"G69265","2006-2010",,,,,,,,,,,,,,,,,,,,,"Piedmont, AL Urban Cluster","69265",,,,,,,,,,,"Piedmont, AL Urban Cluster",3717,3197,331,12,26,0,40,111,0,111,"Piedmont, AL Urban Cluster",352,359,154,18,40,119,49,99,119,99
"G69292","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pierre, SD Urban Cluster","69292",,,,,,,,,,,"Pierre, SD Urban Cluster",12204,10480,59,1288,57,0,157,163,0,163,"Pierre, SD Urban Cluster",557,450,63,284,61,99,165,102,99,102
"G69319","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pierre Part, LA Urban Cluster","69319",,,,,,,,,,,"Pierre Part, LA Urban Cluster",3996,3872,0,0,0,0,68,56,0,56,"Pierre Part, LA Urban Cluster",527,492,123,123,123,123,98,62,123,62
"G69346","2006-2010",,,,,,,,,,,,,,,,,,,,,"Piggott, AR Urban Cluster","69346",,,,,,,,,,,"Piggott, AR Urban Cluster",3094,3044,0,50,0,0,0,0,0,0,"Piggott, AR Urban Cluster",278,275,119,72,119,119,119,119,119,119
"G69373","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pikeville, KY Urban Cluster","69373",,,,,,,,,,,"Pikeville, KY Urban Cluster",5604,5255,56,0,180,9,16,88,0,88,"Pikeville, KY Urban Cluster",479,467,55,123,78,14,31,91,123,91
"G69400","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pilot Point, TX Urban Cluster","69400",,,,,,,,,,,"Pilot Point, TX Urban Cluster",3616,3050,117,12,0,0,386,51,0,51,"Pilot Point, TX Urban Cluster",169,336,80,17,127,127,352,77,127,77
"G69427","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pinckneyville, IL Urban Cluster","69427",,,,,,,,,,,"Pinckneyville, IL Urban Cluster",2935,2872,10,0,53,0,0,0,0,0,"Pinckneyville, IL Urban Cluster",232,230,16,119,29,119,119,119,119,119
"G69454","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pine Bluff, AR Urbanized Area","69454",,,,,,,,,,,"Pine Bluff, AR Urbanized Area",53627,15347,36221,153,512,0,544,850,74,776,"Pine Bluff, AR Urbanized Area",655,816,643,133,90,119,245,340,105,329
"G69481","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pine City, MN Urban Cluster","69481",,,,,,,,,,,"Pine City, MN Urban Cluster",3103,3069,0,19,0,0,0,15,0,15,"Pine City, MN Urban Cluster",131,134,93,28,93,93,93,14,93,14
"G69508","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pine Grove, PA Urban Cluster","69508",,,,,,,,,,,"Pine Grove, PA Urban Cluster",3225,3104,10,0,53,0,0,58,0,58,"Pine Grove, PA Urban Cluster",305,314,10,109,65,109,109,67,109,67
"G69535","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pine Ridge, SD Urban Cluster","69535",,,,,,,,,,,"Pine Ridge, SD Urban Cluster",3368,34,0,3304,11,19,0,0,0,0,"Pine Ridge, SD Urban Cluster",672,41,99,664,19,33,99,99,99,99
"G69562","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pinetop-Lakeside, AZ Urban Cluster","69562",,,,,,,,,,,"Pinetop-Lakeside, AZ Urban Cluster",10532,8293,119,507,94,8,886,625,63,562,"Pinetop-Lakeside, AZ Urban Cluster",1231,927,90,290,101,13,433,422,62,420
"G69589","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pipestone, MN Urban Cluster","69589",,,,,,,,,,,"Pipestone, MN Urban Cluster",4045,3711,12,110,11,0,137,64,0,64,"Pipestone, MN Urban Cluster",107,149,14,56,19,93,97,38,93,38
"G69616","2006-2010",,,,,,,,,,,,,,,,,,,,,"Piqua, OH Urban Cluster","69616",,,,,,,,,,,"Piqua, OH Urban Cluster",20360,18745,1044,105,88,0,16,362,27,335,"Piqua, OH Urban Cluster",230,447,309,141,64,119,29,171,42,175
"G69643","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pittsburg, KS Urban Cluster","69643",,,,,,,,,,,"Pittsburg, KS Urban Cluster",21985,19891,728,233,244,132,208,549,116,433,"Pittsburg, KS Urban Cluster",343,423,185,188,113,160,177,167,112,151
"G69670","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pittsburg, TX Urban Cluster","69670",,,,,,,,,,,"Pittsburg, TX Urban Cluster",4669,3124,1205,12,31,0,172,125,0,125,"Pittsburg, TX Urban Cluster",120,293,218,21,53,127,201,89,127,89
"G69697","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pittsburgh, PA Urbanized Area","69697",,,,,,,,,,,"Pittsburgh, PA Urbanized Area",1687495,1436792,177357,1908,36135,451,6220,28632,2036,26596,"Pittsburgh, PA Urbanized Area",2625,2856,1373,268,691,121,839,1522,406,1462
"G69724","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pittsfield, IL Urban Cluster","69724",,,,,,,,,,,"Pittsfield, IL Urban Cluster",4307,4146,45,8,99,0,0,9,0,9,"Pittsfield, IL Urban Cluster",257,259,77,15,98,119,119,17,119,17
"G69751","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pittsfield, ME Urban Cluster","69751",,,,,,,,,,,"Pittsfield, ME Urban Cluster",2638,2483,19,0,136,0,0,0,0,0,"Pittsfield, ME Urban Cluster",298,290,32,104,225,104,104,104,104,104
"G69778","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pittsfield, MA Urbanized Area","69778",,,,,,,,,,,"Pittsfield, MA Urbanized Area",51380,46678,2449,102,421,10,389,1331,290,1041,"Pittsfield, MA Urbanized Area",643,765,373,62,189,23,167,306,166,311
"G69805","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pixley, CA Urban Cluster","69805",,,,,,,,,,,"Pixley, CA Urban Cluster",3063,2308,174,38,25,0,483,35,35,0,"Pixley, CA Urban Cluster",498,506,159,41,35,132,207,33,33,132
"G69832","2006-2010",,,,,,,,,,,,,,,,,,,,,"Placerville--Diamond Springs, CA Urban Cluster","69832",,,,,,,,,,,"Placerville, CA Urban Cluster",28281,25229,224,539,338,65,1373,513,38,475,"Placerville, CA Urban Cluster",1062,1124,139,227,136,78,492,218,37,214
"G69859","2006-2010",,,,,,,,,,,,,,,,,,,,,"Placid Lakes, FL Urban Cluster","69859",,,,,,,,,,,"Placid Lakes, FL Urban Cluster",13690,12178,723,273,0,0,381,135,33,102,"Placid Lakes, FL Urban Cluster",1169,1040,352,371,136,136,314,101,31,99
"G69886","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plain City, OH Urban Cluster","69886",,,,,,,,,,,"Plain City, OH Urban Cluster",3370,3300,16,0,19,0,0,35,0,35,"Plain City, OH Urban Cluster",348,357,35,119,37,119,119,33,119,33
"G69913","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plainfield, CT Urban Cluster","69913",,,,,,,,,,,"Plainfield, CT Urban Cluster",4259,4178,0,0,0,0,0,81,14,67,"Plainfield, CT Urban Cluster",480,485,123,123,123,123,123,82,22,78
"G69940","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plainview, MN Urban Cluster","69940",,,,,,,,,,,"Plainview, MN Urban Cluster",3328,3282,0,0,0,0,46,0,0,0,"Plainview, MN Urban Cluster",18,60,93,93,93,93,57,93,93,93
"G69967","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plainview, TX Urban Cluster","69967",,,,,,,,,,,"Plainview, TX Urban Cluster",26244,20050,1746,125,127,61,3145,990,577,413,"Plainview, TX Urban Cluster",962,1015,206,49,70,89,624,347,303,167
"G69994","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plainwell--Otsego, MI Urban Cluster","69994",,,,,,,,,,,"Plainwell--Otsego, MI Urban Cluster",11002,10511,34,11,0,0,183,263,38,225,"Plainwell--Otsego, MI Urban Cluster",402,437,38,18,109,109,171,176,69,156
"G70021","2006-2010",,,,,,,,,,,,,,,,,,,,,"Planada, CA Urban Cluster","70021",,,,,,,,,,,"Planada, CA Urban Cluster",3925,2359,6,44,0,0,1464,52,52,0,"Planada, CA Urban Cluster",557,471,9,63,132,132,451,93,93,132
"G70048","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plano, IL Urban Cluster","70048",,,,,,,,,,,"Plano, IL Urban Cluster",5646,4530,84,0,17,0,880,135,99,36,"Plano, IL Urban Cluster",570,619,137,119,27,119,346,123,113,39
"G70075","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plaquemine, LA Urban Cluster","70075",,,,,,,,,,,"Plaquemine, LA Urban Cluster",18054,8944,8670,1,66,0,159,214,8,206,"Plaquemine, LA Urban Cluster",789,654,736,4,74,123,159,154,14,153
"G70102","2006-2010",,,,,,,,,,,,,,,,,,,,,"Platte City, MO Urban Cluster","70102",,,,,,,,,,,"Platte City, MO Urban Cluster",5647,5200,274,26,73,0,44,30,10,20,"Platte City, MO Urban Cluster",237,308,218,27,75,114,61,28,16,15
"G70129","2006-2010",,,,,,,,,,,,,,,,,,,,,"Platteville, WI Urban Cluster","70129",,,,,,,,,,,"Platteville, WI Urban Cluster",8912,8639,144,23,37,0,12,57,8,49,"Platteville, WI Urban Cluster",451,444,173,21,33,99,19,54,10,53
"G70156","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plattsburgh, NY Urban Cluster","70156",,,,,,,,,,,"Plattsburgh, NY Urban Cluster",28579,26365,729,73,445,0,353,614,120,494,"Plattsburgh, NY Urban Cluster",508,592,249,45,115,123,151,184,72,169
"G70183","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plattsmouth, NE Urban Cluster","70183",,,,,,,,,,,"Plattsmouth, NE Urban Cluster",7323,7096,15,0,22,0,0,190,0,190,"Plattsmouth, NE Urban Cluster",209,240,22,99,18,99,99,105,99,105
"G70210","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pleasant Hill, MO Urban Cluster","70210",,,,,,,,,,,"Pleasant Hill, MO Urban Cluster",6862,6536,43,18,36,0,126,103,7,96,"Pleasant Hill, MO Urban Cluster",344,386,51,22,77,114,171,68,12,67
"G70237","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pleasanton, TX Urban Cluster","70237",,,,,,,,,,,"Pleasanton, TX Urban Cluster",12150,9127,42,63,18,9,2136,755,591,164,"Pleasanton, TX Urban Cluster",471,808,46,90,30,15,704,611,602,111
"G70264","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pleasant Valley (Idaho State Correctional Institution), ID Urban Cluster","70264",,,,,,,,,,,"Pleasant Valley (Idaho State Correctional Institution), ID Urban Cluster",3644,3053,48,97,8,0,112,326,0,326,"Pleasant Valley (Idaho State Correctional Institution), ID Urban Cluster",648,565,36,51,14,119,66,104,119,104
"G70291","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plymouth, IN Urban Cluster","70291",,,,,,,,,,,"Plymouth, IN Urban Cluster",11815,9830,117,0,180,18,1210,460,289,171,"Plymouth, IN Urban Cluster",586,519,102,119,111,26,342,191,151,95
"G70318","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plymouth, NH Urban Cluster","70318",,,,,,,,,,,"Plymouth, NH Urban Cluster",3763,3740,13,0,0,0,0,10,0,10,"Plymouth, NH Urban Cluster",588,585,18,114,114,114,114,17,114,17
"G70345","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plymouth, NC Urban Cluster","70345",,,,,,,,,,,"Plymouth, NC Urban Cluster",4788,1571,3083,51,28,0,11,44,0,44,"Plymouth, NC Urban Cluster",405,300,401,95,33,127,18,66,127,66
"G70372","2006-2010",,,,,,,,,,,,,,,,,,,,,"Plymouth, WI Urban Cluster","70372",,,,,,,,,,,"Plymouth, WI Urban Cluster",8393,8264,37,0,26,0,37,29,0,29,"Plymouth, WI Urban Cluster",251,266,41,99,27,99,58,28,99,28
"G70399","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pocahontas, AR Urban Cluster","70399",,,,,,,,,,,"Pocahontas, AR Urban Cluster",5356,5141,48,0,66,0,15,86,0,86,"Pocahontas, AR Urban Cluster",443,417,49,119,77,119,29,79,119,79
"G70426","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pocatello, ID Urbanized Area","70426",,,,,,,,,,,"Pocatello, ID Urbanized Area",66460,60454,420,1740,847,203,1023,1773,183,1590,"Pocatello, ID Urbanized Area",424,587,104,290,166,43,287,271,135,256
"G70453","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pocomoke City, MD Urban Cluster","70453",,,,,,,,,,,"Pocomoke City, MD Urban Cluster",4319,1697,2434,0,10,0,0,178,0,178,"Pocomoke City, MD Urban Cluster",252,281,296,127,17,127,127,171,127,171
"G70480","2006-2010",,,,,,,,,,,,,,,,,,,,,"Poinciana, FL Urban Cluster","70480",,,,,,,,,,,"Poinciana, FL Urban Cluster",21826,12317,5766,90,121,0,2423,1109,246,863,"Poinciana, FL Urban Cluster",1613,1081,1048,83,73,136,721,387,149,325
"G70507","2006-2010",,,,,,,,,,,,,,,,,,,,,"Point Pleasant--Gallipolis, OH--WV Urban Cluster","70507",,,,,,,,,,,"Point Pleasant, WV--Gallipolis, OH Urban Cluster",11852,11209,257,4,32,0,0,350,0,350,"Point Pleasant, WV--Gallipolis, OH Urban Cluster",641,660,125,12,26,119,119,154,119,154
"G70534","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pojoaque, NM Urban Cluster","70534",,,,,,,,,,,"Pojoaque, NM Urban Cluster",3902,2839,23,395,18,7,569,51,26,25,"Pojoaque, NM Urban Cluster",369,263,18,113,16,11,290,22,15,18
"G70561","2006-2010",,,,,,,,,,,,,,,,,,,,,"Polo, IL Urban Cluster","70561",,,,,,,,,,,"Polo, IL Urban Cluster",2385,2289,0,0,16,0,31,49,0,49,"Polo, IL Urban Cluster",195,209,119,119,26,119,46,48,119,48
"G70588","2006-2010",,,,,,,,,,,,,,,,,,,,,"Polson, MT Urban Cluster","70588",,,,,,,,,,,"Polson, MT Urban Cluster",4498,3768,10,548,0,0,0,172,18,154,"Polson, MT Urban Cluster",184,330,18,313,104,104,104,131,28,128
"G70615","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ponca City, OK Urban Cluster","70615",,,,,,,,,,,"Ponca City, OK Urban Cluster",25519,19950,825,2263,198,38,793,1452,199,1253,"Ponca City, OK Urban Cluster",432,505,91,397,40,47,261,398,124,375
"G70669","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pontiac, IL Urban Cluster","70669",,,,,,,,,,,"Pontiac, IL Urban Cluster",11772,10124,1142,11,58,12,279,146,24,122,"Pontiac, IL Urban Cluster",240,274,134,19,59,22,82,68,30,56
"G70696","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pontotoc, MS Urban Cluster","70696",,,,,,,,,,,"Pontotoc, MS Urban Cluster",4633,3221,610,364,0,0,366,72,12,60,"Pontotoc, MS Urban Cluster",483,400,279,305,127,127,260,107,23,85
"G70723","2006-2010",,,,,,,,,,,,,,,,,,,,,"Pooler, GA Urban Cluster","70723",,,,,,,,,,,"Pooler, GA Urban Cluster",8585,6169,2178,0,111,0,105,22,0,22,"Pooler, GA Urban Cluster",682,615,527,132,108,132,151,27,132,27
"G70750","2006-2010",,,,,,,,,,,,,,,,,,,,,"Poolesville, MD Urban Cluster","70750",,,,,,,,,,,"Poolesville, MD Urban Cluster",4470,4033,280,0,87,0,57,13,0,13,"Poolesville, MD Urban Cluster",208,366,272,127,125,127,93,22,127,22
"G70777","2006-2010",,,,,,,,,,,,,,,,,,,,,"Poplar, MT Urban Cluster","70777",,,,,,,,,,,"Poplar, MT Urban Cluster",2351,272,0,1881,0,0,0,198,0,198,"Poplar, MT Urban Cluster",309,89,104,320,104,104,104,117,104,117
"G70804","2006-2010",,,,,,,,,,,,,,,,,,,,,"Poplar Bluff, MO Urban Cluster","70804",,,,,,,,,,,"Poplar Bluff, MO Urban Cluster",20246,17199,1905,0,221,0,482,439,0,439,"Poplar Bluff, MO Urban Cluster",703,776,201,114,88,114,279,257,114,257
"G70831","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portage, PA Urban Cluster","70831",,,,,,,,,,,"Portage, PA Urban Cluster",5308,5299,0,0,0,7,0,2,0,2,"Portage, PA Urban Cluster",211,210,109,109,109,11,109,3,109,3
"G70858","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portage, WI Urban Cluster","70858",,,,,,,,,,,"Portage, WI Urban Cluster",10256,9417,389,112,0,0,122,216,17,199,"Portage, WI Urban Cluster",221,247,149,57,99,99,95,99,20,97
"G70885","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portageville, MO Urban Cluster","70885",,,,,,,,,,,"Portageville, MO Urban Cluster",2989,2603,344,33,0,0,0,9,0,9,"Portageville, MO Urban Cluster",198,242,121,47,114,114,114,14,114,14
"G70912","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portales, NM Urban Cluster","70912",,,,,,,,,,,"Portales, NM Urban Cluster",12499,8826,207,119,132,0,2875,340,167,173,"Portales, NM Urban Cluster",260,629,155,100,155,127,519,216,141,144
"G70939","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Angeles, WA Urban Cluster","70939",,,,,,,,,,,"Port Angeles, WA Urban Cluster",22535,20516,234,841,209,0,55,680,0,680,"Port Angeles, WA Urban Cluster",376,507,106,243,147,123,56,188,123,188
"G70966","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Aransas, TX Urban Cluster","70966",,,,,,,,,,,"Port Aransas, TX Urban Cluster",2160,2152,0,8,0,0,0,0,0,0,"Port Aransas, TX Urban Cluster",272,272,127,13,127,127,127,127,127,127
"G70993","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Arthur, TX Urbanized Area","70993",,,,,,,,,,,"Port Arthur, TX Urbanized Area",112327,68076,27095,335,3967,24,11088,1742,335,1407,"Port Arthur, TX Urbanized Area",1298,1377,1303,114,539,37,1003,429,151,409
"G71020","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Barre, LA Urban Cluster","71020",,,,,,,,,,,"Port Barre, LA Urban Cluster",2768,1848,908,0,0,0,0,12,0,12,"Port Barre, LA Urban Cluster",375,326,322,123,123,123,123,18,123,18
"G71047","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Clinton, OH Urban Cluster","71047",,,,,,,,,,,"Port Clinton, OH Urban Cluster",10888,10088,303,39,77,0,223,158,69,89,"Port Clinton, OH Urban Cluster",290,329,150,49,57,119,151,107,62,83
"G71074","2006-2010",,,,,,,,,,,,,,,,,,,,,"Porterville, CA Urbanized Area","71074",,,,,,,,,,,"Porterville, CA Urbanized Area",69616,49835,574,1047,2327,40,13331,2462,944,1518,"Porterville, CA Urbanized Area",1482,2160,272,411,503,58,1531,630,501,418
"G71101","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Gibson, MS Urban Cluster","71101",,,,,,,,,,,"Port Gibson, MS Urban Cluster",3486,259,3212,0,4,0,0,11,0,11,"Port Gibson, MS Urban Cluster",570,133,575,127,8,127,127,13,127,13
"G71128","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Hadlock-Irondale, WA Urban Cluster","71128",,,,,,,,,,,"Port Hadlock-Irondale, WA Urban Cluster",4390,4089,35,15,14,0,15,222,0,222,"Port Hadlock-Irondale, WA Urban Cluster",444,418,42,18,26,123,25,152,123,152
"G71155","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Huron, MI Urbanized Area","71155",,,,,,,,,,,"Port Huron, MI Urbanized Area",84854,78009,3723,187,561,47,410,1917,235,1682,"Port Huron, MI Urbanized Area",1092,1119,346,88,163,71,198,399,122,394
"G71182","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Isabel--Laguna Heights, TX Urban Cluster","71182",,,,,,,,,,,"Port Isabel, TX Urban Cluster",12534,12202,0,25,54,0,212,41,7,34,"Port Isabel, TX Urban Cluster",784,782,127,25,49,127,133,51,13,44
"G71209","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Jervis, NY--PA Urban Cluster","71209",,,,,,,,,,,"Port Jervis, NY--PA Urban Cluster",14107,11847,638,174,340,0,616,492,70,422,"Port Jervis, NY--PA Urban Cluster",572,595,294,140,205,119,278,259,106,235
"G71236","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portland, IN Urban Cluster","71236",,,,,,,,,,,"Portland, IN Urban Cluster",6658,6225,183,0,0,0,42,208,0,208,"Portland, IN Urban Cluster",223,340,218,119,119,119,52,89,119,89
"G71263","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portland, ME Urbanized Area","71263",,,,,,,,,,,"Portland, ME Urbanized Area",194905,178662,6227,702,5141,66,1339,2768,344,2424,"Portland, ME Urbanized Area",1300,1433,550,234,433,49,420,409,151,396
"G71290","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portland, MI Urban Cluster","71290",,,,,,,,,,,"Portland, MI Urban Cluster",3896,3479,79,19,0,0,25,294,68,226,"Portland, MI Urban Cluster",203,328,107,34,109,109,34,208,60,217
"G71317","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portland, OR--WA Urbanized Area","71317",,,,,,,,,,,"Portland, OR--WA Urbanized Area",1774292,1432446,59240,20296,115542,8525,68269,69974,6913,63061,"Portland, OR--WA Urbanized Area",3031,4486,1422,1978,1488,540,3581,2486,878,2373
"G71344","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portland, TN--KY Urban Cluster","71344",,,,,,,,,,,"Portland, TN--KY Urban Cluster",10337,9488,287,268,0,0,54,240,7,233,"Portland, TN--KY Urban Cluster",441,510,178,237,119,119,57,211,18,219
"G71371","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Lavaca, TX Urban Cluster","71371",,,,,,,,,,,"Port Lavaca, TX Urban Cluster",11349,9686,294,27,198,0,814,330,147,183,"Port Lavaca, TX Urban Cluster",455,544,119,33,243,127,284,123,100,89
"G71398","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portola, CA Urban Cluster","71398",,,,,,,,,,,"Portola, CA Urban Cluster",3131,2728,55,90,0,0,110,148,21,127,"Portola, CA Urban Cluster",476,447,75,58,132,132,123,163,27,156
"G71425","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Royal, PA Urban Cluster","71425",,,,,,,,,,,"Port Royal, PA Urban Cluster",3364,3093,42,19,30,0,90,90,6,84,"Port Royal, PA Urban Cluster",326,321,46,27,29,109,68,48,12,46
"G71452","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port St. Joe, FL Urban Cluster","71452",,,,,,,,,,,"Port St. Joe, FL Urban Cluster",4026,2947,1012,11,0,0,0,56,0,56,"Port St. Joe, FL Urban Cluster",300,403,320,29,136,136,136,73,136,73
"G71479","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port St. Lucie, FL Urbanized Area","71479",,,,,,,,,,,"Port St. Lucie, FL Urbanized Area",335389,262180,50259,1903,4325,73,9842,6807,1731,5076,"Port St. Lucie, FL Urbanized Area",2646,2650,1340,687,480,45,1181,1106,579,987
"G71506","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portsmouth, NH--ME Urbanized Area","71506",,,,,,,,,,,"Portsmouth, NH--ME Urbanized Area",50567,48368,712,55,911,2,105,414,64,350,"Portsmouth, NH--ME Urbanized Area",829,938,248,51,363,9,92,205,93,170
"G71533","2006-2010",,,,,,,,,,,,,,,,,,,,,"Portsmouth, OH--KY Urban Cluster","71533",,,,,,,,,,,"Portsmouth, OH--KY Urban Cluster",38997,36648,1075,52,164,0,278,780,113,667,"Portsmouth, OH--KY Urban Cluster",956,995,191,55,59,119,142,244,75,210
"G71560","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Townsend, WA Urban Cluster","71560",,,,,,,,,,,"Port Townsend, WA Urban Cluster",8567,8188,15,24,97,0,0,243,0,243,"Port Townsend, WA Urban Cluster",166,204,25,29,78,123,123,170,123,170
"G71587","2006-2010",,,,,,,,,,,,,,,,,,,,,"Port Washington, WI Urban Cluster","71587",,,,,,,,,,,"Port Washington, WI Urban Cluster",10330,9929,104,2,135,0,25,135,0,135,"Port Washington, WI Urban Cluster",192,242,60,6,88,99,24,88,99,88
"G71614","2006-2010",,,,,,,,,,,,,,,,,,,,,"Post, TX Urban Cluster","71614",,,,,,,,,,,"Post, TX Urban Cluster",4833,4203,179,0,0,0,280,171,25,146,"Post, TX Urban Cluster",364,439,116,127,127,127,208,137,30,134
"G71641","2006-2010",,,,,,,,,,,,,,,,,,,,,"Poteau, OK Urban Cluster","71641",,,,,,,,,,,"Poteau, OK Urban Cluster",8117,6555,169,446,33,0,368,546,0,546,"Poteau, OK Urban Cluster",329,452,137,213,34,109,246,186,109,186
