GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G51526","2006-2010",,,,,,,,,,,,,,,,,,,,,"Loudon, TN Urban Cluster","51526",,,,,,,,,,,"Loudon, TN Urban Cluster",4505,3962,96,0,4,0,218,225,0,225,"Loudon, TN Urban Cluster",332,414,69,127,8,127,218,140,127,140
"G51553","2006-2010",,,,,,,,,,,,,,,,,,,,,"Loudonville, OH Urban Cluster","51553",,,,,,,,,,,"Loudonville, OH Urban Cluster",2691,2624,13,0,0,0,54,0,0,0,"Loudonville, OH Urban Cluster",451,440,21,119,119,119,81,119,119,119
"G51580","2006-2010",,,,,,,,,,,,,,,,,,,,,"Louisa, KY--WV Urban Cluster","51580",,,,,,,,,,,"Louisa, KY--WV Urban Cluster",4910,4806,17,0,6,0,14,67,0,67,"Louisa, KY--WV Urban Cluster",748,749,19,119,12,119,27,73,119,73
"G51607","2006-2010",,,,,,,,,,,,,,,,,,,,,"Louisburg, KS Urban Cluster","51607",,,,,,,,,,,"Louisburg, KS Urban Cluster",3898,3856,0,33,0,0,0,9,0,9,"Louisburg, KS Urban Cluster",72,80,109,31,109,109,109,15,109,15
"G51634","2006-2010",,,,,,,,,,,,,,,,,,,,,"Louisburg, NC Urban Cluster","51634",,,,,,,,,,,"Louisburg, NC Urban Cluster",3091,1457,1277,33,28,0,257,39,11,28,"Louisburg, NC Urban Cluster",316,241,280,54,38,127,207,41,18,38
"G51661","2006-2010",,,,,,,,,,,,,,,,,,,,,"Louisiana, MO Urban Cluster","51661",,,,,,,,,,,"Louisiana, MO Urban Cluster",3491,3304,104,6,0,0,21,56,11,45,"Louisiana, MO Urban Cluster",88,140,79,11,114,114,38,47,18,45
"G51688","2006-2010",,,,,,,,,,,,,,,,,,,,,"Louisville, GA Urban Cluster","51688",,,,,,,,,,,"Louisville, GA Urban Cluster",2821,900,1870,0,0,0,30,21,0,21,"Louisville, GA Urban Cluster",414,247,420,132,132,132,51,24,132,24
"G51715","2006-2010",,,,,,,,,,,,,,,,,,,,,"Louisville, KY--IN Urbanized Area","51715",,,,,,,,,,,"Louisville, KY--IN Urbanized Area",898998,693637,159860,1694,16055,431,10197,17124,1533,15591,"Louisville, KY--IN Urbanized Area",2214,2487,1164,325,581,159,1119,1186,412,1160
"G51742","2006-2010",,,,,,,,,,,,,,,,,,,,,"Louisville, MS Urban Cluster","51742",,,,,,,,,,,"Louisville, MS Urban Cluster",4703,1576,3104,0,0,0,0,23,0,23,"Louisville, MS Urban Cluster",494,345,461,127,127,127,127,20,127,20
"G51769","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lovington, NM Urban Cluster","51769",,,,,,,,,,,"Lovington, NM Urban Cluster",10704,8724,473,91,47,0,1019,350,35,315,"Lovington, NM Urban Cluster",211,535,436,150,53,127,343,255,58,251
"G51796","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lowell, IN Urban Cluster","51796",,,,,,,,,,,"Lowell, IN Urban Cluster",8965,8554,217,0,44,0,67,83,27,56,"Lowell, IN Urban Cluster",299,472,299,119,60,119,108,81,46,61
"G51823","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lowell, MI Urban Cluster","51823",,,,,,,,,,,"Lowell, MI Urban Cluster",6095,6020,8,0,0,0,11,56,0,56,"Lowell, MI Urban Cluster",398,399,14,109,109,109,18,58,109,58
"G51850","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lowville, NY Urban Cluster","51850",,,,,,,,,,,"Lowville, NY Urban Cluster",3704,3610,11,52,0,0,0,31,0,31,"Lowville, NY Urban Cluster",309,315,16,32,123,123,123,37,123,37
"G51877","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lubbock, TX Urbanized Area","51877",,,,,,,,,,,"Lubbock, TX Urbanized Area",206719,159379,16844,1255,4299,171,19593,5178,1889,3289,"Lubbock, TX Urbanized Area",1303,1899,773,301,369,91,1706,666,500,492
"G51904","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lucasville, OH Urban Cluster","51904",,,,,,,,,,,"Lucasville, OH Urban Cluster",2650,1802,775,38,0,0,9,26,0,26,"Lucasville, OH Urban Cluster",238,227,115,57,119,119,14,32,119,32
"G51931","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lucerne, CA Urban Cluster","51931",,,,,,,,,,,"Lucerne, CA Urban Cluster",3583,3011,188,54,21,195,24,90,0,90,"Lucerne, CA Urban Cluster",575,461,150,80,35,280,40,143,132,143
"G51958","2006-2010",,,,,,,,,,,,,,,,,,,,,"Ludington, MI Urban Cluster","51958",,,,,,,,,,,"Ludington, MI Urban Cluster",9581,9159,81,92,13,0,147,89,14,75,"Ludington, MI Urban Cluster",210,264,36,64,19,109,119,75,52,52
"G51985","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lufkin, TX Urban Cluster","51985",,,,,,,,,,,"Lufkin, TX Urban Cluster",40021,26655,9467,194,256,0,2839,610,137,473,"Lufkin, TX Urban Cluster",939,1274,573,139,159,127,755,312,109,274
"G52012","2006-2010",,,,,,,,,,,,,,,,,,,,,"Luling, LA Urban Cluster","52012",,,,,,,,,,,"Luling, LA Urban Cluster",34763,25676,7907,23,496,0,130,531,132,399,"Luling, LA Urban Cluster",968,686,700,40,86,123,110,232,149,190
"G52039","2006-2010",,,,,,,,,,,,,,,,,,,,,"Luling, TX Urban Cluster","52039",,,,,,,,,,,"Luling, TX Urban Cluster",5256,3060,417,312,0,0,1375,92,92,0,"Luling, TX Urban Cluster",190,515,230,267,127,127,428,127,127,127
"G52066","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lumberton, NC Urban Cluster","52066",,,,,,,,,,,"Lumberton, NC Urban Cluster",29936,12309,9521,5626,355,0,1565,560,43,517,"Lumberton, NC Urban Cluster",1319,958,932,880,125,127,557,264,42,260
"G52093","2006-2010",,,,,,,,,,,,,,,,,,,,,"Luray, VA Urban Cluster","52093",,,,,,,,,,,"Luray, VA Urban Cluster",4765,4413,323,19,10,0,0,0,0,0,"Luray, VA Urban Cluster",102,140,83,32,17,127,127,127,127,127
"G52120","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lutcher--Gramercy, LA Urban Cluster","52120",,,,,,,,,,,"Lutcher--Gramercy, LA Urban Cluster",10226,5461,4653,0,56,0,23,33,0,33,"Lutcher--Gramercy, LA Urban Cluster",469,374,417,123,93,123,38,36,123,36
"G52147","2006-2010",,,,,,,,,,,,,,,,,,,,,"Luverne, MN Urban Cluster","52147",,,,,,,,,,,"Luverne, MN Urban Cluster",4506,4354,21,63,10,0,19,39,19,20,"Luverne, MN Urban Cluster",73,110,29,67,10,93,30,33,27,19
"G52174","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lykens, PA Urban Cluster","52174",,,,,,,,,,,"Lykens, PA Urban Cluster",2707,2683,0,5,0,0,0,19,0,19,"Lykens, PA Urban Cluster",219,217,109,8,109,109,109,18,109,18
"G52201","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lynchburg, VA Urbanized Area","52201",,,,,,,,,,,"Lynchburg, VA Urbanized Area",109265,78753,25107,138,2047,11,1057,2152,78,2074,"Lynchburg, VA Urbanized Area",1288,1249,635,70,174,18,332,452,57,460
"G52228","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lynden, WA Urban Cluster","52228",,,,,,,,,,,"Lynden, WA Urban Cluster",11319,10621,36,126,239,0,117,180,24,156,"Lynden, WA Urban Cluster",271,362,32,193,143,123,117,88,35,83
"G52255","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lyndonville, VT Urban Cluster","52255",,,,,,,,,,,"Lyndonville, VT Urban Cluster",3004,2918,7,38,13,0,5,23,0,23,"Lyndonville, VT Urban Cluster",292,296,11,59,23,93,13,28,93,28
"G52282","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lyons, GA Urban Cluster","52282",,,,,,,,,,,"Lyons, GA Urban Cluster",3035,2080,773,0,0,0,161,21,0,21,"Lyons, GA Urban Cluster",447,454,255,132,132,132,226,35,132,35
"G52309","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lyons, KS Urban Cluster","52309",,,,,,,,,,,"Lyons, KS Urban Cluster",3542,3227,7,155,35,0,92,26,10,16,"Lyons, KS Urban Cluster",136,189,11,116,49,109,119,25,16,18
"G52336","2006-2010",,,,,,,,,,,,,,,,,,,,,"Lyons, NY Urban Cluster","52336",,,,,,,,,,,"Lyons, NY Urban Cluster",3588,2682,799,0,16,0,15,76,35,41,"Lyons, NY Urban Cluster",386,373,296,123,25,123,18,74,57,48
"G52363","2006-2010",,,,,,,,,,,,,,,,,,,,,"McAlester, OK Urban Cluster","52363",,,,,,,,,,,"McAlester, OK Urban Cluster",20529,14453,1356,2035,99,0,368,2218,132,2086,"McAlester, OK Urban Cluster",507,576,129,356,56,109,181,399,135,375
"G52390","2006-2010",,,,,,,,,,,,,,,,,,,,,"McAllen, TX Urbanized Area","52390",,,,,,,,,,,"McAllen, TX Urbanized Area",643489,484170,3331,1742,6598,0,141173,6475,4760,1715,"McAllen, TX Urbanized Area",3309,5710,394,521,368,127,5404,878,798,365
"G52417","2006-2010",,,,,,,,,,,,,,,,,,,,,"Macclenny, FL Urban Cluster","52417",,,,,,,,,,,"Macclenny, FL Urban Cluster",10142,7810,1876,0,60,8,25,363,8,355,"Macclenny, FL Urban Cluster",995,921,423,136,60,14,31,160,16,160
"G52444","2006-2010",,,,,,,,,,,,,,,,,,,,,"McColl, SC Urban Cluster","52444",,,,,,,,,,,"McColl, SC Urban Cluster",2772,1537,529,344,21,0,0,341,12,329,"McColl, SC Urban Cluster",498,326,272,135,41,132,132,202,18,202
"G52471","2006-2010",,,,,,,,,,,,,,,,,,,,,"McComb, MS Urban Cluster","52471",,,,,,,,,,,"McComb, MS Urban Cluster",19357,6050,12948,13,178,0,12,156,37,119,"McComb, MS Urban Cluster",1131,888,714,18,67,127,16,105,62,85
"G52498","2006-2010",,,,,,,,,,,,,,,,,,,,,"McConnelsville, OH Urban Cluster","52498",,,,,,,,,,,"McConnelsville, OH Urban Cluster",2645,2473,89,0,34,0,0,49,0,49,"McConnelsville, OH Urban Cluster",358,346,75,119,52,119,119,40,119,40
"G52525","2006-2010",,,,,,,,,,,,,,,,,,,,,"McCook, NE Urban Cluster","52525",,,,,,,,,,,"McCook, NE Urban Cluster",7719,7539,44,13,25,0,0,98,5,93,"McCook, NE Urban Cluster",103,119,45,21,32,99,99,65,8,66
"G52552","2006-2010",,,,,,,,,,,,,,,,,,,,,"McFarland, CA Urban Cluster","52552",,,,,,,,,,,"McFarland, CA Urban Cluster",12226,9166,147,192,106,22,2106,487,362,125,"McFarland, CA Urban Cluster",340,778,52,149,85,35,627,397,380,95
"G52579","2006-2010",,,,,,,,,,,,,,,,,,,,,"McGehee, AR Urban Cluster","52579",,,,,,,,,,,"McGehee, AR Urban Cluster",3867,1735,1853,24,0,0,132,123,0,123,"McGehee, AR Urban Cluster",178,243,272,39,119,119,126,117,119,117
"G52606","2006-2010",,,,,,,,,,,,,,,,,,,,,"McGregor, TX Urban Cluster","52606",,,,,,,,,,,"McGregor, TX Urban Cluster",4638,3877,304,0,0,0,439,18,0,18,"McGregor, TX Urban Cluster",182,376,176,127,127,127,271,28,127,28
"G52633","2006-2010",,,,,,,,,,,,,,,,,,,,,"McKenzie, TN Urban Cluster","52633",,,,,,,,,,,"McKenzie, TN Urban Cluster",5154,4215,743,8,0,0,71,117,0,117,"McKenzie, TN Urban Cluster",501,587,221,11,127,127,86,100,127,100
"G52660","2006-2010",,,,,,,,,,,,,,,,,,,,,"Mackinaw, IL Urban Cluster","52660",,,,,,,,,,,"Mackinaw, IL Urban Cluster",3285,3222,24,2,8,0,8,21,0,21,"Mackinaw, IL Urban Cluster",299,298,29,3,13,119,12,20,119,20
"G52687","2006-2010",,,,,,,,,,,,,,,,,,,,,"McKinney, TX Urbanized Area","52687",,,,,,,,,,,"McKinney, TX Urbanized Area",76845,63755,6943,259,1992,0,2212,1684,490,1194,"McKinney, TX Urbanized Area",1449,1758,1010,109,396,127,592,433,226,351
"G52714","2006-2010",,,,,,,,,,,,,,,,,,,,,"McLeansboro, IL Urban Cluster","52714",,,,,,,,,,,"McLeansboro, IL Urban Cluster",2473,2395,16,28,0,0,0,34,0,34,"McLeansboro, IL Urban Cluster",274,285,19,29,119,119,119,40,119,40
"G52741","2006-2010",,,,,,,,,,,,,,,,,,,,,"McMinnville, OR Urban Cluster","52741",,,,,,,,,,,"McMinnville, OR Urban Cluster",31577,25171,211,449,481,102,3741,1422,155,1267,"McMinnville, OR Urban Cluster",439,906,118,281,198,45,759,346,126,309
"G52768","2006-2010",,,,,,,,,,,,,,,,,,,,,"McMinnville, TN Urban Cluster","52768",,,,,,,,,,,"McMinnville, TN Urban Cluster",14406,13345,522,6,91,0,227,215,0,215,"McMinnville, TN Urban Cluster",468,547,211,10,73,127,199,148,127,148
"G52795","2006-2010",,,,,,,,,,,,,,,,,,,,,"Macomb, IL Urban Cluster","52795",,,,,,,,,,,"Macomb, IL Urban Cluster",19723,17482,1310,96,450,15,123,247,53,194,"Macomb, IL Urban Cluster",216,294,173,72,127,25,96,122,36,119
"G52822","2006-2010",,,,,,,,,,,,,,,,,,,,,"Macon, GA Urbanized Area","52822",,,,,,,,,,,"Macon, GA Urbanized Area",131543,51206,74475,338,1784,0,2131,1609,0,1609,"Macon, GA Urbanized Area",1190,1272,1193,207,305,132,712,504,132,504
"G52849","2006-2010",,,,,,,,,,,,,,,,,,,,,"Macon, MS Urban Cluster","52849",,,,,,,,,,,"Macon, MS Urban Cluster",2690,752,1934,4,0,0,0,0,0,0,"Macon, MS Urban Cluster",364,209,374,8,127,127,127,127,127,127
"G52876","2006-2010",,,,,,,,,,,,,,,,,,,,,"Macon, MO Urban Cluster","52876",,,,,,,,,,,"Macon, MO Urban Cluster",5116,4806,216,0,0,0,0,94,0,94,"Macon, MO Urban Cluster",263,282,85,114,114,114,114,85,114,85
"G52903","2006-2010",,,,,,,,,,,,,,,,,,,,,"McPherson, KS Urban Cluster","52903",,,,,,,,,,,"McPherson, KS Urban Cluster",12704,12130,133,71,18,16,85,251,73,178,"McPherson, KS Urban Cluster",296,327,84,55,31,27,86,127,73,107
"G52930","2006-2010",,,,,,,,,,,,,,,,,,,,,"McRae, GA Urban Cluster","52930",,,,,,,,,,,"McRae, GA Urban Cluster",6709,3308,3342,0,0,0,0,59,0,59,"McRae, GA Urban Cluster",221,289,288,132,132,132,132,68,132,68
"G52957","2006-2010",,,,,,,,,,,,,,,,,,,,,"Madawaska, ME Urban Cluster","52957",,,,,,,,,,,"Madawaska, ME Urban Cluster",2682,2571,30,0,41,0,0,40,0,40,"Madawaska, ME Urban Cluster",270,266,45,104,63,104,104,52,104,52
"G52984","2006-2010",,,,,,,,,,,,,,,,,,,,,"Madera, CA Urbanized Area","52984",,,,,,,,,,,"Madera, CA Urbanized Area",70254,55180,2374,983,1294,44,8652,1727,613,1114,"Madera, CA Urbanized Area",1383,1964,433,487,507,36,1315,478,217,428
"G53011","2006-2010",,,,,,,,,,,,,,,,,,,,,"Madill, OK Urban Cluster","53011",,,,,,,,,,,"Madill, OK Urban Cluster",4208,3171,161,168,0,5,458,245,0,245,"Madill, OK Urban Cluster",338,384,154,91,109,10,296,122,109,122
"G53038","2006-2010",,,,,,,,,,,,,,,,,,,,,"Madison, FL Urban Cluster","53038",,,,,,,,,,,"Madison, FL Urban Cluster",3576,807,2747,8,0,14,0,0,0,0,"Madison, FL Urban Cluster",494,266,519,13,136,24,136,136,136,136
"G53065","2006-2010",,,,,,,,,,,,,,,,,,,,,"Madison, GA Urban Cluster","53065",,,,,,,,,,,"Madison, GA Urban Cluster",3835,1753,2037,0,0,0,0,45,45,0,"Madison, GA Urban Cluster",368,340,388,132,132,132,132,73,73,132
"G53092","2006-2010",,,,,,,,,,,,,,,,,,,,,"Madison, IN--KY Urban Cluster","53092",,,,,,,,,,,"Madison, IN--KY Urban Cluster",14059,13019,190,0,135,0,420,295,0,295,"Madison, IN--KY Urban Cluster",818,778,131,119,59,119,256,124,119,124
"G53119","2006-2010",,,,,,,,,,,,,,,,,,,,,"Madison, ME Urban Cluster","53119",,,,,,,,,,,"Madison, ME Urban Cluster",2733,2691,14,0,0,0,28,0,0,0,"Madison, ME Urban Cluster",320,319,21,104,104,104,48,104,104,104
